loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_top1_accuracy,eval_top5_accuracy,eval_top10_accuracy,eval_macro_f1,eval_weighted_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
6.6945123291015625,13.52359390258789,1.9084712755598832e-07,0.04868549172346641,50,,,,,,,,,,,,,,
6.65910888671875,15.395732879638672,3.8558909444985395e-07,0.09737098344693282,100,,,,,,,,,,,,,,
6.66624267578125,14.260250091552734,5.803310613437196e-07,0.1460564751703992,150,,,,,,,,,,,,,,
6.56936279296875,17.292577743530273,7.750730282375852e-07,0.19474196689386564,200,,,,,,,,,,,,,,
6.549390258789063,16.670818328857422,9.69814995131451e-07,0.24342745861733203,250,,,,,,,,,,,,,,
6.6369256591796875,13.246094703674316,1.1645569620253165e-06,0.2921129503407984,300,,,,,,,,,,,,,,
6.555122680664063,18.124736785888672,1.3592989289191821e-06,0.34079844206426485,350,,,,,,,,,,,,,,
6.552232055664063,20.761491775512695,1.554040895813048e-06,0.3894839337877313,400,,,,,,,,,,,,,,
6.574583740234375,19.851356506347656,1.7487828627069133e-06,0.43816942551119764,450,,,,,,,,,,,,,,
6.508978271484375,14.02863883972168,1.943524829600779e-06,0.48685491723466406,500,,,,,,,,,,,,,,
6.413941650390625,18.49947166442871,2.1382667964946445e-06,0.5355404089581305,550,,,,,,,,,,,,,,
6.492037963867188,21.37940788269043,2.3330087633885104e-06,0.5842259006815969,600,,,,,,,,,,,,,,
6.544721069335938,17.604318618774414,2.527750730282376e-06,0.6329113924050633,650,,,,,,,,,,,,,,
6.470324096679687,17.042762756347656,2.7224926971762416e-06,0.6815968841285297,700,,,,,,,,,,,,,,
6.50718017578125,17.880224227905273,2.917234664070107e-06,0.7302823758519961,750,,,,,,,,,,,,,,
6.461285400390625,18.44110870361328,3.111976630963973e-06,0.7789678675754625,800,,,,,,,,,,,,,,
6.49377685546875,15.881031036376953,3.3067185978578386e-06,0.8276533592989289,850,,,,,,,,,,,,,,
6.44722900390625,19.222522735595703,3.501460564751704e-06,0.8763388510223953,900,,,,,,,,,,,,,,
6.406517333984375,12.473130226135254,3.6962025316455702e-06,0.9250243427458618,950,,,,,,,,,,,,,,
6.451920166015625,20.01059341430664,3.890944498539436e-06,0.9737098344693281,1000,,,,,,,,,,,,,,
,,,1.0,1027,6.980456352233887,0.005356708059410762,0.019722425127830533,0.0340881421962503,0.000736829829652666,0.0009165152393026614,4.764,862.086,13.644,,,,,
6.485646362304688,17.092073440551758,4.0856864654333014e-06,1.0223953261927945,1050,,,,,,,,,,,,,,
6.519651489257813,19.462238311767578,4.280428432327167e-06,1.071080817916261,1100,,,,,,,,,,,,,,
6.438281860351562,18.203073501586914,4.475170399221033e-06,1.1197663096397275,1150,,,,,,,,,,,,,,
6.4927197265625,19.589872360229492,4.6699123661148985e-06,1.1684518013631937,1200,,,,,,,,,,,,,,
6.452297973632812,15.560900688171387,4.864654333008764e-06,1.2171372930866602,1250,,,,,,,,,,,,,,
6.406429443359375,15.125441551208496,5.059396299902629e-06,1.2658227848101267,1300,,,,,,,,,,,,,,
6.471561889648438,13.54834270477295,5.254138266796495e-06,1.314508276533593,1350,,,,,,,,,,,,,,
6.444933471679687,13.386504173278809,5.448880233690361e-06,1.3631937682570594,1400,,,,,,,,,,,,,,
6.474266357421875,16.393306732177734,5.643622200584227e-06,1.4118792599805259,1450,,,,,,,,,,,,,,
6.431589965820312,15.885523796081543,5.8383641674780925e-06,1.4605647517039921,1500,,,,,,,,,,,,,,
6.49385009765625,13.266789436340332,6.033106134371958e-06,1.5092502434274586,1550,,,,,,,,,,,,,,
6.4482354736328125,20.103307723999023,6.227848101265823e-06,1.557935735150925,1600,,,,,,,,,,,,,,
6.396593017578125,15.365234375,6.422590068159689e-06,1.6066212268743914,1650,,,,,,,,,,,,,,
6.365889892578125,19.201719284057617,6.617332035053554e-06,1.6553067185978578,1700,,,,,,,,,,,,,,
6.40157470703125,21.679759979248047,6.812074001947421e-06,1.7039922103213243,1750,,,,,,,,,,,,,,
6.525537719726563,16.430864334106445,7.0068159688412866e-06,1.7526777020447906,1800,,,,,,,,,,,,,,
6.469913940429688,16.17323112487793,7.201557935735152e-06,1.801363193768257,1850,,,,,,,,,,,,,,
6.462272338867187,15.06832504272461,7.396299902629017e-06,1.8500486854917235,1900,,,,,,,,,,,,,,
6.459413452148437,17.493276596069336,7.591041869522883e-06,1.8987341772151898,1950,,,,,,,,,,,,,,
6.467097778320312,21.448593139648438,7.785783836416749e-06,1.9474196689386563,2000,,,,,,,,,,,,,,
6.510175170898438,15.460725784301758,7.980525803310614e-06,1.9961051606621227,2050,,,,,,,,,,,,,,
,,,2.0,2054,6.96236515045166,0.006574141709276844,0.02337472607742878,0.0370099829559289,0.0007449380357505745,0.0013206899587506823,4.7709,860.846,13.624,,,,,
6.445466918945312,22.704906463623047,8.17526777020448e-06,2.044790652385589,2100,,,,,,,,,,,,,,
6.339244384765625,18.76305389404297,8.370009737098346e-06,2.0934761441090557,2150,,,,,,,,,,,,,,
6.440040893554688,16.321455001831055,8.56475170399221e-06,2.142161635832522,2200,,,,,,,,,,,,,,
6.3934564208984375,16.85813331604004,8.759493670886077e-06,2.190847127555988,2250,,,,,,,,,,,,,,
6.446736450195313,15.491400718688965,8.954235637779943e-06,2.239532619279455,2300,,,,,,,,,,,,,,
6.362233276367188,16.897518157958984,9.148977604673808e-06,2.288218111002921,2350,,,,,,,,,,,,,,
6.500126953125,17.1485652923584,9.343719571567674e-06,2.3369036027263874,2400,,,,,,,,,,,,,,
6.493404541015625,17.034330368041992,9.53846153846154e-06,2.385589094449854,2450,,,,,,,,,,,,,,
6.478067626953125,15.681503295898438,9.733203505355405e-06,2.4342745861733204,2500,,,,,,,,,,,,,,
6.4706658935546875,17.48002815246582,9.92794547224927e-06,2.4829600778967866,2550,,,,,,,,,,,,,,
6.5200262451171875,12.717693328857422,1.0122687439143135e-05,2.5316455696202533,2600,,,,,,,,,,,,,,
6.486052856445313,17.850019454956055,1.0317429406037003e-05,2.5803310613437196,2650,,,,,,,,,,,,,,
6.583131713867187,17.398086547851562,1.0512171372930868e-05,2.629016553067186,2700,,,,,,,,,,,,,,
6.562642822265625,11.375564575195312,1.0706913339824734e-05,2.6777020447906525,2750,,,,,,,,,,,,,,
6.6218017578125,12.838706016540527,1.0901655306718599e-05,2.726387536514119,2800,,,,,,,,,,,,,,
6.600482788085937,11.875462532043457,1.1096397273612465e-05,2.775073028237585,2850,,,,,,,,,,,,,,
6.598909912109375,12.20193862915039,1.129113924050633e-05,2.8237585199610518,2900,,,,,,,,,,,,,,
6.624148559570313,13.930920600891113,1.1485881207400196e-05,2.872444011684518,2950,,,,,,,,,,,,,,
6.67477294921875,10.945660591125488,1.1680623174294062e-05,2.9211295034079843,3000,,,,,,,,,,,,,,
6.66740966796875,14.982123374938965,1.1875365141187926e-05,2.969814995131451,3050,,,,,,,,,,,,,,
,,,3.0,3081,6.82248592376709,0.006087168249330412,0.02824446067689311,0.04674945215485756,0.0004639378736179297,0.0009373042429997721,4.7684,861.301,13.632,,,,,
6.591427612304687,11.673582077026367,1.2070107108081793e-05,3.0185004868549172,3100,,,,,,,,,,,,,,
6.481866455078125,15.00671672821045,1.2264849074975657e-05,3.0671859785783835,3150,,,,,,,,,,,,,,
6.485681762695313,12.789871215820312,1.2459591041869523e-05,3.11587147030185,3200,,,,,,,,,,,,,,
6.587477416992187,15.081013679504395,1.2654333008763388e-05,3.1645569620253164,3250,,,,,,,,,,,,,,
6.511813354492188,14.805602073669434,1.2849074975657254e-05,3.2132424537487827,3300,,,,,,,,,,,,,,
6.538165283203125,13.542379379272461,1.3043816942551122e-05,3.2619279454722494,3350,,,,,,,,,,,,,,
6.56798583984375,12.710860252380371,1.3238558909444987e-05,3.3106134371957157,3400,,,,,,,,,,,,,,
6.520693359375,16.092741012573242,1.3433300876338853e-05,3.359298928919182,3450,,,,,,,,,,,,,,
6.562144775390625,13.640959739685059,1.3628042843232718e-05,3.4079844206426486,3500,,,,,,,,,,,,,,
6.479570922851562,18.762893676757812,1.3822784810126584e-05,3.456669912366115,3550,,,,,,,,,,,,,,
6.577431640625,13.3377046585083,1.401752677702045e-05,3.505355404089581,3600,,,,,,,,,,,,,,
6.574301147460938,12.157912254333496,1.4212268743914315e-05,3.554040895813048,3650,,,,,,,,,,,,,,
6.595095825195313,14.263757705688477,1.440701071080818e-05,3.602726387536514,3700,,,,,,,,,,,,,,
6.52970703125,16.47035789489746,1.4601752677702045e-05,3.651411879259981,3750,,,,,,,,,,,,,,
6.484443359375,12.340449333190918,1.4796494644595912e-05,3.700097370983447,3800,,,,,,,,,,,,,,
6.499529418945312,14.41742992401123,1.4991236611489776e-05,3.7487828627069133,3850,,,,,,,,,,,,,,
6.543582763671875,16.16643524169922,1.5185978578383642e-05,3.7974683544303796,3900,,,,,,,,,,,,,,
6.531964721679688,12.618443489074707,1.538072054527751e-05,3.8461538461538463,3950,,,,,,,,,,,,,,
6.521019287109375,13.701234817504883,1.5575462512171373e-05,3.8948393378773125,4000,,,,,,,,,,,,,,
6.487095947265625,13.341609001159668,1.577020447906524e-05,3.943524829600779,4050,,,,,,,,,,,,,,
6.512612915039062,13.445137023925781,1.5964946445959106e-05,3.9922103213242455,4100,,,,,,,,,,,,,,
,,,4.0,4108,6.877602577209473,0.008035062089116142,0.030679327976625273,0.050401753104455806,0.0007942554719146763,0.001528167029088022,4.751,864.449,13.681,,,,,
6.428080444335937,10.351161003112793,1.615968841285297e-05,4.040895813047712,4150,,,,,,,,,,,,,,
6.426870727539063,16.13025665283203,1.6354430379746838e-05,4.089581304771178,4200,,,,,,,,,,,,,,
6.436929321289062,15.547653198242188,1.6549172346640703e-05,4.138266796494644,4250,,,,,,,,,,,,,,
6.40741943359375,13.092252731323242,1.6743914313534567e-05,4.186952288218111,4300,,,,,,,,,,,,,,
6.495833129882812,14.754976272583008,1.6938656280428435e-05,4.235637779941578,4350,,,,,,,,,,,,,,
6.43189697265625,15.52553939819336,1.71333982473223e-05,4.284323271665044,4400,,,,,,,,,,,,,,
6.420836181640625,16.355060577392578,1.7328140214216164e-05,4.33300876338851,4450,,,,,,,,,,,,,,
6.463529663085938,12.64404010772705,1.752288218111003e-05,4.381694255111976,4500,,,,,,,,,,,,,,
6.390721435546875,13.65137004852295,1.7717624148003897e-05,4.430379746835443,4550,,,,,,,,,,,,,,
6.44667724609375,15.372650146484375,1.791236611489776e-05,4.47906523855891,4600,,,,,,,,,,,,,,
6.445970458984375,15.942039489746094,1.8107108081791626e-05,4.527750730282376,4650,,,,,,,,,,,,,,
6.431354370117187,14.68214225769043,1.8301850048685494e-05,4.576436222005842,4700,,,,,,,,,,,,,,
6.465201416015625,15.556805610656738,1.8496592015579358e-05,4.625121713729309,4750,,,,,,,,,,,,,,
6.453630981445312,11.645904541015625,1.8691333982473226e-05,4.673807205452775,4800,,,,,,,,,,,,,,
6.42942138671875,16.221107482910156,1.888607594936709e-05,4.722492697176241,4850,,,,,,,,,,,,,,
6.419439697265625,12.949409484863281,1.9080817916260955e-05,4.771178188899708,4900,,,,,,,,,,,,,,
6.43321533203125,12.387754440307617,1.9275559883154823e-05,4.8198636806231745,4950,,,,,,,,,,,,,,
6.410020141601563,14.260939598083496,1.9470301850048688e-05,4.868549172346641,5000,,,,,,,,,,,,,,
6.484336547851562,11.73134708404541,1.9665043816942552e-05,4.917234664070107,5050,,,,,,,,,,,,,,
6.481383056640625,17.175512313842773,1.9859785783836417e-05,4.965920155793573,5100,,,,,,,,,,,,,,
,,,5.0,5135,6.769929885864258,0.012174336498660824,0.035305575846116384,0.06281957633308985,0.0017112714964058176,0.0024878880757226497,4.7681,861.349,13.632,,,,,
6.3660546875,13.143338203430176,1.999394136102997e-05,5.0146056475170395,5150,,,,,,,,,,,,,,
6.3214794921875,14.777445793151855,1.997230336470843e-05,5.063291139240507,5200,,,,,,,,,,,,,,
6.268831787109375,17.23207664489746,1.995066536838689e-05,5.111976630963973,5250,,,,,,,,,,,,,,
6.3283154296875,10.937849044799805,1.9929027372065347e-05,5.160662122687439,5300,,,,,,,,,,,,,,
6.326318969726563,12.628437995910645,1.9907389375743807e-05,5.209347614410905,5350,,,,,,,,,,,,,,
6.238618774414062,16.857376098632812,1.9885751379422267e-05,5.258033106134372,5400,,,,,,,,,,,,,,
6.249993896484375,13.868022918701172,1.9864113383100728e-05,5.306718597857838,5450,,,,,,,,,,,,,,
6.295120849609375,15.76869010925293,1.9842475386779184e-05,5.355404089581305,5500,,,,,,,,,,,,,,
6.267265014648437,13.920214653015137,1.9820837390457645e-05,5.404089581304771,5550,,,,,,,,,,,,,,
6.272531127929687,13.969924926757812,1.9799199394136105e-05,5.452775073028238,5600,,,,,,,,,,,,,,
6.2562744140625,13.0875883102417,1.9777561397814565e-05,5.501460564751704,5650,,,,,,,,,,,,,,
6.377724609375,17.15711784362793,1.9755923401493022e-05,5.55014605647517,5700,,,,,,,,,,,,,,
6.238961181640625,12.975704193115234,1.9734285405171482e-05,5.598831548198637,5750,,,,,,,,,,,,,,
6.230718994140625,14.098830223083496,1.9712647408849942e-05,5.6475170399221035,5800,,,,,,,,,,,,,,
6.2707586669921875,14.003561973571777,1.9691009412528403e-05,5.69620253164557,5850,,,,,,,,,,,,,,
6.2790966796875,15.43860912322998,1.9669371416206863e-05,5.744888023369036,5900,,,,,,,,,,,,,,
6.271456298828125,13.332682609558105,1.964773341988532e-05,5.793573515092502,5950,,,,,,,,,,,,,,
6.283413696289062,13.557035446166992,1.962609542356378e-05,5.8422590068159685,6000,,,,,,,,,,,,,,
6.290674438476563,12.874857902526855,1.9604457427242237e-05,5.890944498539435,6050,,,,,,,,,,,,,,
6.3223046875,13.374282836914062,1.9582819430920697e-05,5.939629990262902,6100,,,,,,,,,,,,,,
6.2913720703125,14.797016143798828,1.9561181434599157e-05,5.988315481986368,6150,,,,,,,,,,,,,,
,,,6.0,6162,6.718953609466553,0.014852690528366203,0.04553201850499148,0.07572437302167032,0.0028887176146464234,0.0037012009816690962,4.7949,856.529,13.556,,,,,
6.114403076171875,13.219388008117676,1.9539543438277618e-05,6.0370009737098345,6200,,,,,,,,,,,,,,
6.037657470703125,13.264599800109863,1.9517905441956075e-05,6.085686465433301,6250,,,,,,,,,,,,,,
6.131700439453125,16.279495239257812,1.9496267445634535e-05,6.134371957156767,6300,,,,,,,,,,,,,,
6.0759735107421875,16.009384155273438,1.9474629449312995e-05,6.183057448880234,6350,,,,,,,,,,,,,,
6.103599243164062,17.427881240844727,1.9452991452991455e-05,6.2317429406037,6400,,,,,,,,,,,,,,
6.114909057617187,14.121830940246582,1.9431353456669916e-05,6.280428432327167,6450,,,,,,,,,,,,,,
6.0992919921875,15.31475830078125,1.9409715460348372e-05,6.329113924050633,6500,,,,,,,,,,,,,,
6.021736450195313,17.03961753845215,1.9388077464026833e-05,6.377799415774099,6550,,,,,,,,,,,,,,
6.092340698242188,15.424056053161621,1.9366439467705293e-05,6.426484907497565,6600,,,,,,,,,,,,,,
6.098330078125,18.293201446533203,1.9344801471383753e-05,6.4751703992210325,6650,,,,,,,,,,,,,,
6.130191040039063,14.926837921142578,1.932316347506221e-05,6.523855890944499,6700,,,,,,,,,,,,,,
5.937376098632813,17.13638687133789,1.930152547874067e-05,6.572541382667965,6750,,,,,,,,,,,,,,
6.04163330078125,15.52478313446045,1.927988748241913e-05,6.621226874391431,6800,,,,,,,,,,,,,,
6.048824462890625,21.219398498535156,1.9258249486097587e-05,6.669912366114898,6850,,,,,,,,,,,,,,
6.076455078125,14.671952247619629,1.9236611489776048e-05,6.718597857838364,6900,,,,,,,,,,,,,,
6.107788696289062,14.525908470153809,1.9214973493454508e-05,6.767283349561831,6950,,,,,,,,,,,,,,
6.076891479492187,13.924684524536133,1.9193335497132968e-05,6.815968841285297,7000,,,,,,,,,,,,,,
6.015184936523437,16.383209228515625,1.9171697500811425e-05,6.8646543330087635,7050,,,,,,,,,,,,,,
6.009203491210937,15.935033798217773,1.9150059504489885e-05,6.91333982473223,7100,,,,,,,,,,,,,,
6.042963256835938,14.189600944519043,1.9128421508168345e-05,6.962025316455696,7150,,,,,,,,,,,,,,
,,,7.0,7189,6.568277835845947,0.0221572924275627,0.06403700998295593,0.10591672753834916,0.007150222783063673,0.009689391214260394,4.7894,857.518,13.572,,,,,
6.0923291015625,16.91321563720703,1.9106783511846806e-05,7.010710808179162,7200,,,,,,,,,,,,,,
5.78158203125,15.16718578338623,1.9085145515525263e-05,7.059396299902629,7250,,,,,,,,,,,,,,
5.871276245117188,16.40507698059082,1.9063507519203723e-05,7.108081791626096,7300,,,,,,,,,,,,,,
