epoch,train_loss,lr,top1,top3,top5,macro_f1,weighted_f1
1,2.354189143242714,6.666666666666667e-06,0.6056475170399221,0.8393378773125608,0.9050632911392406,0.5073906675260959,0.5982950593549267
2,1.6902604690593495,1.3333333333333333e-05,0.6226874391431353,0.8442064264849075,0.9079844206426485,0.537426514380491,0.6186700723573226
3,1.5978147896983474,2e-05,0.6426484907497566,0.8495618305744888,0.9050632911392406,0.5521546215443187,0.635411245890548
4,1.5043801856216399,1.9932383577419432e-05,0.634858812074002,0.8505355404089582,0.9074975657254138,0.5468112226357434,0.6339285771771342
5,1.4006194471735811,1.973044870579824e-05,0.6368062317429406,0.8515092502434275,0.9143135345666992,0.535642418060868,0.6284563078600883
6,1.3137553642301205,1.9396926207859085e-05,0.626095423563778,0.8393378773125608,0.8919182083739046,0.5229727606357193,0.6213126694038332
7,1.2253924920220047,1.8936326403234125e-05,0.6222005842259006,0.8169425511197663,0.868062317429406,0.5160750872896245,0.6174515210696775
8,1.151292076621473,1.8354878114129368e-05,0.621713729308666,0.8203505355404089,0.8777994157740994,0.5202589072113242,0.618456352233535
